timestamp,image,score
2025-05-21T21:35:05.667800,traffic_20250521_160418.png,0.0191
2025-05-21T21:45:18.764614,traffic_20250521_161458.png,0.0389
2025-05-21T22:23:00.893501,traffic_20250521_165259.png,0.0424
2025-05-21T22:23:58.091327,traffic_20250521_165356.png,0.0405
2025-05-21T17:45:11.530175,traffic_20250521_165356.png,0.0405
2025-05-21T17:45:11.552598,traffic_20250521_165356.png,0.0405
